,knum,z_dim,Dsize,lr,train_loss,minimum_val_loss,number_of_model_parameters
399,"[64, 128, 256]",16,[],0.001,0.004437144612893462,0.0044816709123551846,874257
400,"[64, 128, 256]",32,[],0.0001,0.0034698833187576383,0.00353602203540504,1005345
401,"[64, 128, 256]",32,[],0.001,0.003493384283501655,0.0035463101230561733,1005345
402,"[64, 128, 256]",8,[16],0.0001,0.00666555849602446,0.00625853193923831,874537
403,"[64, 128, 256]",8,[16],0.001,0.006657877296674997,0.006260748021304607,874537
404,"[64, 128, 256]",16,[16],0.0001,0.006592842168174684,0.00612663384526968,874801
405,"[64, 128, 256]",16,[16],0.001,0.006598124862648547,0.006130346562713385,874801
406,"[64, 128, 256]",32,[16],0.0001,0.006532997125759721,0.005968684796243906,875329
407,"[64, 128, 256]",32,[16],0.001,0.006605106696952134,0.00615289993584156,875329
408,"[64, 128, 256]",8,[32],0.0001,0.0060815897304564714,0.005863030906766653,1005897
409,"[64, 128, 256]",8,[32],0.001,0.006081834668293595,0.005850833375006914,1005897
410,"[64, 128, 256]",16,[32],0.0001,0.005665334523655474,0.005265711806714535,1006417
411,"[64, 128, 256]",16,[32],0.001,0.005717618681956083,0.005320417694747448,1006417
412,"[64, 128, 256]",32,[32],0.0001,0.005554874835070223,0.0050346022471785545,1007457
413,"[64, 128, 256]",32,[32],0.001,0.0056472745491191745,0.00521748187020421,1007457
414,"[64, 128, 256]",8,[64],0.0001,0.005804356944281608,0.005714817438274622,1268617
415,"[64, 128, 256]",8,[64],0.001,0.005782943568192422,0.005707091651856899,1268617
416,"[64, 128, 256]",16,[64],0.0001,0.0050556601490825415,0.0047983392141759396,1269649
417,"[64, 128, 256]",16,[64],0.001,0.005059147020801902,0.004809310659766197,1269649
418,"[64, 128, 256]",32,[64],0.0001,0.0047680268180556595,0.004381981678307056,1271713
419,"[64, 128, 256]",32,[64],0.001,0.0048028427409008145,0.0044190539047122,1271713
420,"[64, 128, 256]",8,"[64, 32]",0.0001,0.006418521050363779,0.006049637217074633,1272265
421,"[64, 128, 256]",8,"[64, 32]",0.001,0.006489137071184814,0.006060042884200811,1272265
422,"[64, 128, 256]",16,"[64, 32]",0.0001,0.0064043866586871445,0.005892075598239899,1272785
423,"[64, 128, 256]",16,"[64, 32]",0.001,0.006257341417949647,0.005724894814193249,1272785
424,"[64, 128, 256]",32,"[64, 32]",0.0001,0.006340132444165647,0.005880693439394236,1273825
425,"[64, 128, 256]",32,"[64, 32]",0.001,0.006346669339109212,0.005880009848624468,1273825
426,"[64, 128, 256]",8,"[32, 16]",0.0001,0.007371734769549221,0.006938649341464043,1006697
427,"[64, 128, 256]",8,"[32, 16]",0.001,0.00742908613756299,0.006932955235242844,1006697
428,"[64, 128, 256]",16,"[32, 16]",0.0001,0.007373254164122045,0.006935900077223778,1006961
429,"[64, 128, 256]",16,"[32, 16]",0.001,0.007114414009265602,0.006368992384523153,1006961
430,"[64, 128, 256]",32,"[32, 16]",0.0001,0.007078369322698563,0.006331869401037693,1007489
431,"[64, 128, 256]",32,"[32, 16]",0.001,0.007123900519218296,0.00634014280512929,1007489
432,"[128, 256, 512]",8,[],0.0001,0.005422390589956194,0.005550751928240061,3091977
433,"[128, 256, 512]",8,[],0.001,0.005439825006760657,0.0055512660183012486,3091977
434,"[128, 256, 512]",16,[],0.0001,0.004378406156320125,0.004473195411264896,3223057
435,"[128, 256, 512]",16,[],0.001,0.004419474338646978,0.0044830599799752235,3223057
436,"[128, 256, 512]",32,[],0.0001,0.003426255250815302,0.0035266766790300608,3485217
437,"[128, 256, 512]",32,[],0.001,0.003427455434575677,0.0035271006636321545,3485217
438,"[128, 256, 512]",8,[16],0.0001,0.006651496747508645,0.006252890918403864,3223337
439,"[128, 256, 512]",8,[16],0.001,0.006675132899545133,0.006280655972659588,3223337
440,"[128, 256, 512]",16,[16],0.0001,0.006537330744322389,0.006010256242007017,3223601
441,"[128, 256, 512]",16,[16],0.001,0.010947987204417586,0.010888931341469288,3223601
442,"[128, 256, 512]",32,[16],0.0001,0.006509417202323675,0.005982750095427036,3224129
443,"[128, 256, 512]",32,[16],0.001,0.010893222293816507,0.011328843422234058,3224129
444,"[128, 256, 512]",8,[32],0.0001,0.006049913237802684,0.005844195373356342,3485769
445,"[128, 256, 512]",8,[32],0.001,0.006093738309573382,0.005874069407582283,3485769
446,"[128, 256, 512]",16,[32],0.0001,0.005705251882318407,0.005242263898253441,3486289
447,"[128, 256, 512]",16,[32],0.001,0.005641765659675002,0.005253789946436882,3486289
448,"[128, 256, 512]",32,[32],0.0001,0.005569214001297951,0.005038734059780836,3487329
449,"[128, 256, 512]",32,[32],0.001,0.005684638046659529,0.005136264022439718,3487329
450,"[128, 256, 512]",8,[64],0.0001,0.005750106007326394,0.005709723569452763,4010633
451,"[128, 256, 512]",8,[64],0.001,0.005813037685584277,0.005727818701416254,4010633
452,"[128, 256, 512]",16,[64],0.0001,0.005048029939644039,0.00480232248082757,4011665
453,"[128, 256, 512]",16,[64],0.001,0.0050351814716123044,0.004799169953912497,4011665
454,"[128, 256, 512]",32,[64],0.0001,0.0047356890281662345,0.004351336043328047,4013729
455,"[128, 256, 512]",32,[64],0.001,0.004681441816501319,0.0043310970067977905,4013729
456,"[128, 256, 512]",8,"[64, 32]",0.0001,0.006390138529241085,0.006042190361768007,4014281
457,"[128, 256, 512]",8,"[64, 32]",0.001,0.01088966615498066,0.011329038999974728,4014281
458,"[128, 256, 512]",16,"[64, 32]",0.0001,0.006274817802477628,0.005726851988583803,4014801
459,"[128, 256, 512]",16,"[64, 32]",0.001,0.006319503765553236,0.005865228828042746,4014801
460,"[128, 256, 512]",32,"[64, 32]",0.0001,0.006249972095247358,0.00572243332862854,4015841
461,"[128, 256, 512]",32,"[64, 32]",0.001,0.006343621644191444,0.005891317501664162,4015841
462,"[128, 256, 512]",8,"[32, 16]",0.0001,0.007382323150523007,0.006924271583557129,3486569
463,"[128, 256, 512]",8,"[32, 16]",0.001,0.010880185989663005,0.01132917869836092,3486569
464,"[128, 256, 512]",16,"[32, 16]",0.0001,0.007368015532847494,0.006930361967533827,3486833
465,"[128, 256, 512]",16,"[32, 16]",0.001,0.00743971043266356,0.00695481151342392,3486833
466,"[128, 256, 512]",32,"[32, 16]",0.0001,0.007134740531910211,0.006357525009661913,3487361
467,"[128, 256, 512]",32,"[32, 16]",0.001,0.007100968738086522,0.006326210219413042,3487361
468,"[2, 4]",8,[],0.0001,0.006125068757683039,0.005847604013979435,4549
469,"[2, 4]",8,[],0.001,0.0061412761569954455,0.005843597464263439,4549
470,"[2, 4]",16,[],0.0001,0.00532254041172564,0.0048787035048007965,8653
471,"[2, 4]",16,[],0.001,0.005299028242006898,0.00486784940585494,8653
472,"[2, 4]",32,[],0.0001,0.004671923350542784,0.0040552313439548016,16861
473,"[2, 4]",32,[],0.001,0.004673789371736348,0.004064209293574095,16861
474,"[2, 4]",8,[16],0.0001,0.007171357807237655,0.006438263226300478,8933
475,"[2, 4]",8,[16],0.001,0.0074974968447349966,0.007031130604445934,8933
476,"[2, 4]",16,[16],0.0001,0.007147584517952055,0.006421777885407209,9197
477,"[2, 4]",16,[16],0.001,0.0071473182761110365,0.006445832084864378,9197
478,"[2, 4]",32,[16],0.0001,0.007145731244236231,0.006451861467212439,9725
479,"[2, 4]",32,[16],0.001,0.007135461259167641,0.006454950664192438,9725
480,"[2, 4]",8,[32],0.0001,0.006759066018275917,0.0061646923422813416,17413
481,"[2, 4]",8,[32],0.001,0.00675572274485603,0.006171050947159529,17413
482,"[2, 4]",16,[32],0.0001,0.006675665674265474,0.006030871532857418,17933
483,"[2, 4]",16,[32],0.001,0.006773746688850224,0.00617972994223237,17933
484,"[2, 4]",32,[32],0.0001,0.006743183126673102,0.0061797830276191235,18973
485,"[2, 4]",32,[32],0.001,0.0067586961085908115,0.006182617507874966,18973
486,"[2, 4]",8,[64],0.0001,0.006396548415068537,0.005852696485817432,34373
487,"[2, 4]",8,[64],0.001,0.00640017626574263,0.005842737387865782,34373
488,"[2, 4]",16,[64],0.0001,0.006280755857005715,0.005684960633516312,35405
489,"[2, 4]",16,[64],0.001,0.006417467084247619,0.005853240378201008,35405
490,"[2, 4]",32,[64],0.0001,0.006292099482379854,0.005677555222064257,37469
491,"[2, 4]",32,[64],0.001,0.006430458801332861,0.005852564238011837,37469
492,"[2, 4]",8,"[64, 32]",0.0001,0.009267146233469248,0.009401668794453144,38021
493,"[2, 4]",8,"[64, 32]",0.001,0.009838275611400604,0.010127587243914604,38021
494,"[2, 4]",16,"[64, 32]",0.0001,0.009842218714766204,0.010130754671990871,38541
495,"[2, 4]",16,"[64, 32]",0.001,0.009856686927378178,0.010122202336788177,38541
496,"[2, 4]",32,"[64, 32]",0.0001,0.009839178761467338,0.010132458060979843,39581
497,"[2, 4]",32,"[64, 32]",0.001,0.009846601285971701,0.01012704148888588,39581
498,"[2, 4]",8,"[32, 16]",0.0001,0.009870798676274717,0.010140848346054554,18213
499,"[2, 4]",8,"[32, 16]",0.001,0.009869604837149382,0.01013814564794302,18213
500,"[2, 4]",16,"[32, 16]",0.0001,0.00987091101706028,0.010139538906514645,18477
501,"[2, 4]",16,"[32, 16]",0.001,0.009851458482444286,0.010136965662240982,18477
502,"[2, 4]",32,"[32, 16]",0.0001,0.009864385472610593,0.010139255784451962,19005
503,"[2, 4]",32,"[32, 16]",0.001,0.009877055301330984,0.010137124918401241,19005
504,"[3, 9]",8,[],0.0001,0.005866091581992805,0.00570203410461545,10356
505,"[3, 9]",8,[],0.001,0.005867632222361863,0.005705443676561117,10356
506,"[3, 9]",16,[],0.0001,0.004924165375996381,0.004677995573729277,19580
507,"[3, 9]",16,[],0.001,0.00496463937452063,0.004686605650931597,19580
508,"[3, 9]",32,[],0.0001,0.004171197360847145,0.003795542987063527,38028
509,"[3, 9]",32,[],0.001,0.0041538548248354346,0.0037982321809977293,38028
510,"[3, 9]",8,[16],0.0001,0.006962010578718036,0.006366101559251547,19860
511,"[3, 9]",8,[16],0.001,0.006943169864825904,0.006361014675348997,19860
512,"[3, 9]",16,[16],0.0001,0.006993246148340404,0.006379908882081509,20124
513,"[3, 9]",16,[16],0.001,0.006963218038436025,0.006363485474139452,20124
514,"[3, 9]",32,[16],0.0001,0.006988970737438649,0.006381507962942123,20652
515,"[3, 9]",32,[16],0.001,0.006931971351150423,0.006352532655000687,20652
516,"[3, 9]",8,[32],0.0001,0.006438486278057098,0.005949497688561678,38580
517,"[3, 9]",8,[32],0.001,0.006436579045839608,0.005943629890680313,38580
518,"[3, 9]",16,[32],0.0001,0.006295071041677147,0.00576763553544879,39100
519,"[3, 9]",16,[32],0.001,0.0063330361153930426,0.005795636679977179,39100
520,"[3, 9]",32,[32],0.0001,0.006322469096630812,0.0057792202569544315,40140
521,"[3, 9]",32,[32],0.001,0.006261031550820917,0.005700919311493635,40140
522,"[3, 9]",8,[64],0.0001,0.006160489749163389,0.0057823872193694115,76020
523,"[3, 9]",8,[64],0.001,0.0061637479811906815,0.005791776813566685,76020
524,"[3, 9]",16,[64],0.0001,0.005581480101682246,0.005015233065932989,77052
525,"[3, 9]",16,[64],0.001,0.00564109196420759,0.005108718294650316,77052
526,"[3, 9]",32,[64],0.0001,0.005567699379753321,0.005020600743591785,79116
527,"[3, 9]",32,[64],0.001,0.005594750226009637,0.005026360973715782,79116
528,"[3, 9]",8,"[64, 32]",0.0001,0.008084651315584779,0.008011402562260628,79668
529,"[3, 9]",8,"[64, 32]",0.001,0.007619941025041044,0.0073504019528627396,79668
530,"[3, 9]",16,"[64, 32]",0.0001,0.008625298389233649,0.008633810095489025,80188
531,"[3, 9]",16,"[64, 32]",0.001,0.008076852944213897,0.008015315979719162,80188
532,"[3, 9]",32,"[64, 32]",0.0001,0.008602098328992724,0.00864027813076973,81228
533,"[3, 9]",32,"[64, 32]",0.001,0.008096539473626763,0.008014198392629623,81228
534,"[3, 9]",8,"[32, 16]",0.0001,0.008761854725889862,0.008700573816895485,39380
535,"[3, 9]",8,"[32, 16]",0.001,0.008302272181026638,0.008113008923828602,39380
536,"[3, 9]",16,"[32, 16]",0.0001,0.00882651621941477,0.008706835098564625,39644
537,"[3, 9]",16,"[32, 16]",0.001,0.008317421423271298,0.008110424503684044,39644
538,"[3, 9]",32,"[32, 16]",0.0001,0.008735790732316673,0.008705834858119488,40172
539,"[3, 9]",32,"[32, 16]",0.001,0.008745151106268167,0.008703756146132946,40172
540,"[512, 1024]",8,"[64, 32]",0.0001,0.006310371041763574,0.00588657520711422,17907401
541,"[512, 1024]",8,"[64, 32]",0.001,0.006466269493103027,0.006067269016057253,17907401
542,"[512, 1024]",16,"[64, 32]",0.0001,0.006201453390531242,0.005656301509588957,17907921
543,"[512, 1024]",16,"[64, 32]",0.001,0.006396745448000729,0.0059147984720766544,17907921
544,"[512, 1024]",32,"[64, 32]",0.0001,0.006177039409521967,0.005574216600507498,17908961
545,"[512, 1024]",32,"[64, 32]",0.001,0.010874096769839525,0.011328944005072117,17908961
546,"[512, 1024]",8,"[32, 16]",0.0001,0.007404429896268994,0.006970239337533712,13709673
547,"[512, 1024]",8,"[32, 16]",0.001,0.010858821799047291,0.011281346902251244,13709673
548,"[512, 1024]",16,"[32, 16]",0.0001,0.007092121115420014,0.006369337439537048,13709937
549,"[512, 1024]",16,"[32, 16]",0.001,0.007412218663375825,0.006949158385396004,13709937
550,"[512, 1024]",32,"[32, 16]",0.0001,0.007010096567682922,0.00635746493935585,13710465
551,"[512, 1024]",32,"[32, 16]",0.001,0.0070537233259528875,0.00637402618303895,13710465
552,"[512, 1024]",8,[],0.0001,0.005411038000602275,0.005551542621105909,10562569
553,"[512, 1024]",8,[],0.001,0.0054162273881956935,0.005553842056542635,10562569
554,"[512, 1024]",16,[],0.0001,0.004343208333011717,0.004475966561585665,11611153
555,"[512, 1024]",16,[],0.001,0.004333384276833385,0.004476890899240971,11611153
556,"[512, 1024]",32,[],0.0001,0.0033594071574043483,0.0035313288681209087,13708321
557,"[512, 1024]",32,[],0.001,0.0033626331423874944,0.0035331796389073133,13708321
558,"[512, 1024]",8,[16],0.0001,0.00651687674690038,0.00614518066868186,11611433
559,"[512, 1024]",8,[16],0.001,0.0066194741521030664,0.00624041585251689,11611433
560,"[512, 1024]",16,[16],0.0001,0.006538429413922131,0.005983227398246527,11611697
561,"[512, 1024]",16,[16],0.001,0.006514731212519109,0.006013562437146902,11611697
562,"[512, 1024]",32,[16],0.0001,0.0065524582751095295,0.006030924152582884,11612225
563,"[512, 1024]",32,[16],0.001,0.006551259837578982,0.006019075866788626,11612225
564,"[512, 1024]",8,[32],0.0001,0.006086642853915691,0.005891513079404831,13708873
565,"[512, 1024]",8,[32],0.001,0.006087474583182484,0.005893423222005367,13708873
566,"[512, 1024]",16,[32],0.0001,0.005591211898718029,0.0051843589171767235,13709393
567,"[512, 1024]",16,[32],0.001,0.005675371503457427,0.00522933853790164,13709393
568,"[512, 1024]",32,[32],0.0001,0.005469935480505228,0.00502102030441165,13710433
569,"[512, 1024]",32,[32],0.001,0.005516025586985052,0.005054954439401627,13710433
570,"[512, 1024]",8,[64],0.0001,0.00575370853766799,0.005711234640330076,17903753
571,"[512, 1024]",8,[64],0.001,0.010880302754230797,0.011328672058880329,17903753
572,"[512, 1024]",16,[64],0.0001,0.005036143178585917,0.004817088134586811,17904785
573,"[512, 1024]",16,[64],0.001,0.0051014990895055234,0.004851602483540773,17904785
574,"[512, 1024]",32,[64],0.0001,0.004621832747943699,0.004260929301381111,17906849
575,"[512, 1024]",32,[64],0.001,0.004762625438161194,0.004377652425318956,17906849
576,"[1024, 2048]",8,[],0.0001,0.005403829680290073,0.005552682559937239,39999497
577,"[1024, 2048]",8,[],0.001,0.005393282859586179,0.005551178473979235,39999497
578,"[1024, 2048]",16,[],0.0001,0.004359313810709864,0.004480415489524603,42096657
579,"[1024, 2048]",16,[],0.001,0.004328346985857934,0.004473478998988867,42096657
580,"[1024, 2048]",32,[],0.0001,0.0033559606526978314,0.003532841568812728,46290977
581,"[1024, 2048]",32,[],0.001,0.003355553897563368,0.003530713962391019,46290977
582,"[1024, 2048]",8,[16],0.0001,0.0066722301999107,0.006282567046582699,42096937
583,"[1024, 2048]",8,[16],0.001,0.006570382276549935,0.0062454622238874435,42096937
584,"[1024, 2048]",16,[16],0.0001,0.006490790518000722,0.005997260566800833,42097201
585,"[1024, 2048]",16,[16],0.001,0.006602775421924889,0.00616970332339406,42097201
586,"[1024, 2048]",32,[16],0.0001,0.006696504715364426,0.006255027838051319,42097729
587,"[1024, 2048]",32,[16],0.001,0.006614059268031269,0.006255049724131823,42097729
588,"[1024, 2048]",8,[32],0.0001,0.006078057282138616,0.00588705250993371,46291529
589,"[1024, 2048]",8,[32],0.001,0.0060977814719080925,0.005878946278244257,46291529
590,"[1024, 2048]",16,[32],0.0001,0.005780114443041384,0.005251412745565176,46292049
591,"[1024, 2048]",16,[32],0.001,0.005706236232072115,0.005352766253054142,46292049
592,"[1024, 2048]",32,[32],0.0001,0.0056655670632608235,0.005114365369081497,46293089
593,"[1024, 2048]",32,[32],0.001,0.005594970192760229,0.005173009354621172,46293089
594,"[1024, 2048]",8,[64],0.0001,0.005889941938221455,0.005809578113257885,54680713
595,"[1024, 2048]",8,[64],0.001,0.005830298527143896,0.005753784440457821,54680713
596,"[1024, 2048]",16,[64],0.0001,0.005118262022733688,0.004876425024122,54681745
597,"[1024, 2048]",16,[64],0.001,0.005019222036935389,0.004803520627319813,54681745
598,"[1024, 2048]",32,[64],0.0001,0.01902472577057779,0.009167395532131195,54683809
599,"[1024, 2048]",32,[64],0.001,0.004864219110459089,0.004536817781627178,54683809
